X,y
3.745401188473625,18.195951227895858
9.50714306409916,37.975993373881195
7.319939418114051,30.711548739934678
5.986584841970366,23.965478032295387
1.5601864044243652,10.240980527647766
1.5599452033620265,10.81692078327884
0.5808361216819946,8.510820470628497
8.661761457749352,34.79789488384908
6.011150117432088,25.23053180811912
7.080725777960454,29.280783179277055
0.20584494295802447,6.63585941805516
9.699098521619943,39.275595935329484
8.324426408004218,33.605732224247724
2.1233911067827616,12.945136306853021
1.8182496720710062,11.46095140159656
1.8340450985343382,12.387802835403074
3.0424224295953772,14.946425409706467
5.247564316322379,23.038812960530556
4.319450186421157,19.725967499341895
2.9122914019804194,13.72950495879935
6.118528947223795,26.71097159234786
1.3949386065204183,10.143340395001355
2.9214464853521815,15.230176155375096
3.663618432936917,17.58807738190406
4.56069984217036,19.547078705545847
7.851759613930136,32.06051332599012
1.9967378215835974,11.645867859015823
5.142344384136116,22.195928075254788
5.924145688620425,25.57322419850548
0.46450412719997725,7.029815302014458
6.075448519014383,28.15025571776087
1.7052412368729153,11.142922141887041
0.6505159298527952,7.534356145207548
9.488855372533333,38.136547888100495
9.656320330745594,36.87834994231054
8.08397348116461,33.267393308626914
3.0461376917337066,15.721712131009001
0.9767211400638387,10.88176610270872
6.842330265121569,28.755794963144368
4.4015249373960135,20.70688462321966
1.2203823484477883,9.236626449862015
4.951769101112702,21.162513816274924
0.34388521115218396,7.346421053547664
9.093204020787821,37.578147105444145
2.587799816000169,14.848331303043638
6.62522284353982,27.278892497594633
3.1171107608941098,17.312681974065484
5.200680211778108,21.800529678431097
5.4671027934327965,24.721716870815058
1.8485445552552704,13.660361569203424
9.695846277645586,37.94492564662886
7.7513282336111455,31.563351088036235
9.394989415641891,37.98211431983426
8.948273504276488,35.815481610851506
5.978999788110851,24.375835827321843
9.218742350231167,37.334161200615114
0.884925020519195,7.034933858091077
1.959828624191452,12.332992615305264
0.45227288910538066,5.663530877635029
3.2533033076326436,17.93649598173179
3.8867728968948203,17.820451846795635
2.713490317738959,14.17515459588068
8.287375091519294,34.8193300376872
3.567533266935893,16.25550211784167
2.8093450968738076,15.060167773662455
5.426960831582485,25.301505664821125
1.4092422497476265,8.324864639555466
8.021969807540398,33.26152818492369
0.7455064367977082,7.8691553230404025
9.868869366005173,40.322865652795414
7.722447692966574,30.79161621450492
1.987156815341724,10.634592240611758
0.05522117123602399,5.715215664942981
8.154614284548341,33.838134669152375
7.068573438476172,29.990499885012476
7.2900716804098735,30.861699090931534
7.712703466859457,31.31443741242961
0.7404465173409036,7.823816507854166
3.5846572854427263,17.839372972348226
1.1586905952512971,8.341065665353172
8.631034258755935,37.07439441679053
6.232981268275579,27.289267359876312
3.308980248526492,15.390127372640071
0.6355835028602363,7.881095868644657
3.109823217156622,14.909699589820855
3.2518332202674705,17.1685008746786
7.29606178338064,31.694811820839647
6.3755747135521315,26.49382917908075
8.872127425763265,37.01582211941575
4.722149251619493,21.940303307604726
1.195942459383017,10.00785876783505
7.13244787222995,31.860360535458774
7.607850486168974,31.38208858558854
5.612771975694963,23.89096575057488
7.70967179954561,31.09433686878411
4.937955963643907,21.46703558778824
5.227328293819941,23.21854731895569
4.275410183585496,20.30508761736588
0.2541912674409519,6.166360235373351
1.0789142699330445,9.60338319380168
